Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,TempC
Lower Granite,2015-04-23,Sp,263,2,35,25,,,,,,,10.8
Lower Granite,2015-04-24,Sp,398,6,26,19,,,,,,,11
Lower Granite,2015-04-25,Sp,754,5,37,29,,,,,,,11.1
Lower Granite,2015-04-26,Sp,1499,17,36,24,,,,,,,10.8
Lower Granite,2015-04-27,Sp,1517,13,24,17,,,,,,,10.6
Lower Granite,2015-04-28,Sp,2248,20,43,30,,,,,,,10.6
Lower Granite,2015-04-29,Sp,3180,43,32,26,,,,,,,10.5
Lower Granite,2015-04-30,Sp,3226,30,35,16,,,,,,,10.6
Lower Granite,2015-05-01,Sp,3312,31,30,17,,,,,,,11.1
Lower Granite,2015-05-02,Sp,3318,37,25,18,,,,,,,11.1
Lower Granite,2015-05-03,Sp,3920,38,12,8,,,,,,,11.2
Lower Granite,2015-05-04,Sp,2824,32,17,13,,,,,,,11.6
Lower Granite,2015-05-05,Sp,3671,35,27,23,,,,,,,11.9
Lower Granite,2015-05-06,Sp,5952,68,20,18,,,,,,,12.3
Lower Granite,2015-05-07,Sp,7502,95,16,10,,,,,,,12.3
Lower Granite,2015-05-08,Sp,6287,131,9,7,,,,,,,12
Lower Granite,2015-05-09,Sp,5323,168,12,7,,,,,,,11.8
Lower Granite,2015-05-10,Sp,3162,144,16,12,,,,,,,11.8
Lower Granite,2015-05-11,Sp,3910,184,8,8,,,,,,,11.8
Lower Granite,2015-05-12,Sp,2310,137,9,8,,,,,,,11.9
Lower Granite,2015-05-13,Sp,2551,95,5,4,,,,,,,12.2
Lower Granite,2015-05-14,Sp,3106,127,4,2,,,,,,,12.8
Lower Granite,2015-05-15,Sp,2754,139,7,6,,,,,,,12.8
Lower Granite,2015-05-16,Sp,3085,259,5,4,,,,,,,12.7
Lower Granite,2015-05-17,Sp,2074,236,4,4,,,,,,,13
Lower Granite,2015-05-18,Sp,1457,254,1,1,,,,,,,12.9
Lower Granite,2015-05-19,Sp,1256,296,9,7,,,,,,,12.2
Lower Granite,2015-05-20,Sp,1097,221,5,4,,,,,,,12.2
Lower Granite,2015-05-21,Sp,1115,175,2,1,,,,,,,12.8
Lower Granite,2015-05-22,Sp,1344,215,6,6,,,,,,,13.4
Lower Granite,2015-05-23,Sp,1182,242,4,4,,,,,,,13.8
Lower Granite,2015-05-24,Sp,1154,230,1,1,,,,1,,,14.3
Lower Granite,2015-05-25,Sp,956,217,1,1,,,,,,,14.5
Lower Granite,2015-05-26,Sp,938,259,1,1,4,,,2,,,14.9
Lower Granite,2015-05-27,Sp,820,262,2,2,4,,,6,,,15
Lower Granite,2015-05-28,Sp,685,229,,,1,,,2,,,14.8
Lower Granite,2015-05-29,Sp,1098,413,1,1,,,,,,,14.7
Lower Granite,2015-05-30,Sp,1136,340,4,4,,,,,,,14.8
Lower Granite,2015-05-31,Sp,739,228,1,1,1,,,2,,,15.2
Lower Granite,2015-06-01,Sp,548,127,2,1,,,,2,,,16
Lower Granite,2015-06-02,Sp,779,164,,,,,,1,,,16.1
Lower Granite,2015-06-03,Sp,815,190,4,,,,,1,,,16.1
Lower Granite,2015-06-04,Sp,907,235,-1,-1,,,,8,,,16.2
Lower Granite,2015-06-05,Sp,1036,311,2,2,,,,1,,,16.2
Lower Granite,2015-06-06,Sp,854,258,3,1,2,,,13,,,16
Lower Granite,2015-06-07,Sp,488,132,,,,,,13,,,15.9
Lower Granite,2015-06-08,Sp,677,192,2,,1,,,102,,,16.7
Lower Granite,2015-06-09,Sp,668,108,1,1,,,,112,,,17.2
Lower Granite,2015-06-10,Sp,638,133,2,1,,,,96,,,18
Lower Granite,2015-06-11,Sp,857,148,2,,,,,85,,,18.3
Lower Granite,2015-06-12,Sp,738,150,7,5,,,,78,,,18.8
Lower Granite,2015-06-13,Sp,526,131,4,,,,,412,,,19.4
Lower Granite,2015-06-14,Sp,430,104,4,,,,,1394,,,19.6
Lower Granite,2015-06-15,Sp,400,92,3,1,,,,1304,,,19.5
Lower Granite,2015-06-16,Sp,290,92,2,,1,,,1624,,,19.4
Lower Granite,2015-06-17,Sp,458,128,,,1,,,1291,,,19.2
Lower Granite,2015-06-18,Su,548,144,2,1,2,,,1718,,,19
Lower Granite,2015-06-19,Su,847,192,8,2,,,,2111,,,19
Lower Granite,2015-06-20,Su,806,229,5,1,,,,2008,,,19.4
Lower Granite,2015-06-21,Su,683,133,9,4,4,,,1196,,,19.4
Lower Granite,2015-06-22,Su,364,86,9,5,2,,,1906,,,19.1
Lower Granite,2015-06-23,Su,416,132,4,2,4,,,1908,1,,19
Lower Granite,2015-06-24,Su,619,157,11,1,1,,,2395,,,18.9
Lower Granite,2015-06-25,Su,1200,296,6,1,8,,,3156,,,18.9
Lower Granite,2015-06-26,Su,547,188,10,4,6,,,3599,,,19.1
Lower Granite,2015-06-27,Su,498,148,2,1,6,,,4303,1,,19.1
Lower Granite,2015-06-28,Su,352,68,-1,,10,,,6126,,,19
Lower Granite,2015-06-29,Su,318,80,6,1,5,,,2776,,,18.8
Lower Granite,2015-06-30,Su,397,131,5,,12,,,2899,,,18.2
Lower Granite,2015-07-01,Su,479,158,7,5,14,,,1816,,,18.2
Lower Granite,2015-07-02,Su,464,164,11,4,20,,,2231,,,18.5
Lower Granite,2015-07-03,Su,205,53,6,2,25,,,1445,,,19
Lower Granite,2015-07-04,Su,89,37,9,5,5,,,1658,2,,18.9
Lower Granite,2015-07-05,Su,193,50,6,4,8,,,1954,,,19.2
Lower Granite,2015-07-06,Su,108,31,6,4,7,,,1445,,,20
Lower Granite,2015-07-07,Su,55,48,5,,2,,,1001,,,20.6
Lower Granite,2015-07-08,Su,121,84,7,6,12,,,2172,1,,20.9
Lower Granite,2015-07-09,Su,240,131,1,1,17,,,3308,,,20.9
Lower Granite,2015-07-10,Su,205,59,8,6,8,,,1732,1,,20.8
Lower Granite,2015-07-11,Su,188,71,8,6,5,,,1093,1,,20.7
Lower Granite,2015-07-12,Su,208,52,9,7,6,,,2353,2,,20
Lower Granite,2015-07-13,Su,202,85,13,11,13,,,2837,,,19.2
Lower Granite,2015-07-14,Su,176,48,21,17,17,,,3973,1,,18.6
Lower Granite,2015-07-15,Su,271,71,19,14,19,,,1920,1,,18.2
Lower Granite,2015-07-16,Su,520,121,35,18,25,,,1133,2,,18
Lower Granite,2015-07-17,Su,226,47,44,30,13,,,743,1,,18.4
Lower Granite,2015-07-18,Su,73,18,19,11,2,,,752,,,19.2
Lower Granite,2015-07-19,Su,67,17,20,14,2,,,790,,,19.2
Lower Granite,2015-07-20,Su,52,22,19,11,8,,,736,1,,18.7
Lower Granite,2015-07-21,Su,391,73,47,34,18,,,824,4,,18.5
Lower Granite,2015-07-22,Su,373,85,44,32,8,,,536,-1,,18.5
Lower Granite,2015-07-23,Su,175,67,39,25,10,,,706,1,,19
Lower Granite,2015-07-24,Su,181,50,42,31,8,,,540,2,,19
Lower Granite,2015-07-25,Su,244,56,82,59,10,,,311,1,,19
Lower Granite,2015-07-26,Su,215,70,87,62,6,,,566,1,,18.8
Lower Granite,2015-07-27,Su,62,32,41,31,5,,,318,1,,18.9
Lower Granite,2015-07-28,Su,56,28,41,29,7,,,614,2,,19.5
Lower Granite,2015-07-29,Su,89,47,41,28,2,,,377,1,,19.4
Lower Granite,2015-07-30,Su,29,7,35,24,2,,,428,1,,19.5
Lower Granite,2015-07-31,Su,101,17,42,26,1,,,467,1,,19.5
Lower Granite,2015-08-01,Su,37,12,21,13,,,,211,,,19.8
Lower Granite,2015-08-02,Su,19,11,16,14,,,,125,1,,20
Lower Granite,2015-08-03,Su,35,13,22,14,,,,140,,,19.8
Lower Granite,2015-08-04,Su,88,19,27,17,,,,155,1,,19.2
Lower Granite,2015-08-05,Su,54,24,18,14,,,,71,,,19
Lower Granite,2015-08-06,Su,79,22,42,30,6,,,79,2,,19.4
Lower Granite,2015-08-07,Su,35,29,39,32,,,,154,,,20.1
Lower Granite,2015-08-08,Su,95,32,59,41,7,,,180,1,,20.1
Lower Granite,2015-08-09,Su,78,28,43,29,7,,,73,1,,20
Lower Granite,2015-08-10,Su,48,16,54,34,1,,,5,,,19.9
Lower Granite,2015-08-11,Su,43,11,42,28,1,,,17,,,20.2
Lower Granite,2015-08-12,Su,46,13,44,26,1,,,12,1,,20.1
Lower Granite,2015-08-13,Su,53,13,24,10,,,,8,1,,20.3
Lower Granite,2015-08-14,Su,120,17,44,20,1,,,88,,,20.5
Lower Granite,2015-08-15,Su,143,25,89,55,1,,,30,5,,20.3
Lower Granite,2015-08-16,Su,199,24,177,103,1,,,14,,,20.6
Lower Granite,2015-08-17,Su,133,30,129,67,,,,11,,,20.7
Lower Granite,2015-08-18,Fa,175,16,128,61,2,,,6,,,20.6
Lower Granite,2015-08-19,Fa,131,10,128,64,1,,,4,1,,20.7
Lower Granite,2015-08-20,Fa,103,11,175,84,,,,,5,,20.5
Lower Granite,2015-08-21,Fa,235,20,261,152,,,,4,1,,19.9
Lower Granite,2015-08-22,Fa,155,22,273,149,1,,,7,,,20.4
Lower Granite,2015-08-23,Fa,319,28,204,112,2,,,-2,1,,21.4
Lower Granite,2015-08-24,Fa,162,14,117,68,,,,5,,,21.3
Lower Granite,2015-08-25,Fa,274,23,248,108,1,,,,1,,20.8
Lower Granite,2015-08-26,Fa,208,28,153,79,,,,1,,,20.1
Lower Granite,2015-08-27,Fa,115,24,129,50,,,,,2,,22.1
Lower Granite,2015-08-28,Fa,78,19,132,53,2,,,-1,,,20.1
Lower Granite,2015-08-29,Fa,172,30,129,55,,,,,2,,20
Lower Granite,2015-08-30,Fa,284,48,141,68,1,,,6,,,19.6
Lower Granite,2015-08-31,Fa,416,53,215,102,1,,,,,,19.3
Lower Granite,2015-09-01,Fa,366,72,343,143,1,,,,,,19.4
Lower Granite,2015-09-02,Fa,814,145,522,220,,,,,,,19.1
Lower Granite,2015-09-03,Fa,818,157,896,354,,-1,,,,,18.9
Lower Granite,2015-09-04,Fa,667,78,741,262,,,,,,,19.4
Lower Granite,2015-09-05,Fa,600,110,496,198,,,,,,,19.4
Lower Granite,2015-09-06,Fa,1040,132,836,265,,,,,,,19.5
Lower Granite,2015-09-07,Fa,800,112,762,268,1,,,,,,19.2
Lower Granite,2015-09-08,Fa,1223,191,752,259,1,1,,,,,18.5
Lower Granite,2015-09-09,Fa,1310,175,687,215,,4,,,-1,,18.1
Lower Granite,2015-09-10,Fa,762,113,548,151,,,,,,,17.7
Lower Granite,2015-09-11,Fa,1834,254,718,250,1,1,,,,,17.4
Lower Granite,2015-09-12,Fa,2364,318,1000,322,1,2,,,,,17.7
Lower Granite,2015-09-13,Fa,1343,178,848,235,,,,,,,17.8
Lower Granite,2015-09-14,Fa,2239,296,1354,360,2,2,,,-1,,17.7
Lower Granite,2015-09-15,Fa,1999,227,1871,479,1,4,1,,,,17.6
Lower Granite,2015-09-16,Fa,1678,277,2318,588,1,,,,-1,,18.3
Lower Granite,2015-09-17,Fa,1517,210,1480,371,,6,,,,,18.6
Lower Granite,2015-09-18,Fa,2878,338,2712,677,,10,,,,,18.5
Lower Granite,2015-09-19,Fa,3089,382,2985,728,2,11,4,,,,18.2
Lower Granite,2015-09-20,Fa,2513,350,2979,728,,23,,,,,18.1
Lower Granite,2015-09-21,Fa,2826,431,5352,1148,1,40,2,,,,17.9
Lower Granite,2015-09-22,Fa,2017,263,5639,1343,1,32,2,,,,17.8
Lower Granite,2015-09-23,Fa,1283,204,2121,460,,14,,,,,
Lower Granite,2015-09-24,Fa,1535,272,2940,614,,35,1,,,,
Lower Granite,2015-09-25,Fa,1848,283,3333,706,,52,4,,,,
Lower Granite,2015-09-26,Fa,1361,266,3170,668,,79,4,,,,
Lower Granite,2015-09-27,Fa,1500,308,3837,838,1,73,8,,,,
Lower Granite,2015-09-28,Fa,878,176,2668,594,,58,2,,,,
Lower Granite,2015-09-29,Fa,995,193,3041,714,1,42,2,,,,
Lower Granite,2015-09-30,Fa,943,170,2069,468,,36,,,,,
Lower Granite,2015-10-01,Fa,1310,292,2886,668,1,38,4,,,,
Lower Granite,2015-10-02,Fa,1003,257,3125,726,,26,2,,,,
Lower Granite,2015-10-03,Fa,1525,490,5305,1291,2,49,7,,,,18
Lower Granite,2015-10-04,Fa,569,186,3018,734,,32,6,,,,
Lower Granite,2015-10-05,Fa,640,220,2615,613,,40,1,,,,
Lower Granite,2015-10-06,Fa,596,242,2718,587,,38,11,,,,18
Notes:
Columbia River DART
2015 Adult Passage Daily Counts at Lower Granite
1/1/2015 - 10/06/2015
Generated 07 Oct 2015 12:51:35 PDT. DART Adult Passage Daily Counts www.cbr.washington.edu/dart/query/adult_daily.
Last possible Data Date included is 10/06/2015.
Data Courtesy of U.S. Army Corps of Engineers.
USACE Data Disclaimer: These data are furnished with the understanding that the U.S. Army Corps of 
Engineers makes no warranties concerning the accuracy; reliability; or suitability of this data for any particular 
purpose.
USACE Dams Video and Live Counting: From November through March; video tape fish counting occurs 
at US Army Corps of Engineers dams with fish ladders on the Columbia and Snake Rivers. Fish counting by video tape 
takes at least a few days to process: the fish counters have to make; collect; and read the tapes; and then submit 
their fish counts. DART retrieves and posts the data as soon as it is made available. On April 1; live fish counting 
resumes at all 8 Columbia River and Snake River Corps dams with fish ladders: from April through October each year 
for 16 hours each day; fish counters working at each fish ladder look directly into the fish ladders to count the 
fish passing by.
Temperature (TempC) is reported in degrees Celsius. Source of temperature  data varies by project. At most projects; it is scrollcase or water quality temperature data. At Wells; it is the Fishway Attraction Flow temperature which is pumped from tailrace.
Steelhead Counts: The Steelhead parameter includes both hatchery and wild counts. Prior to 1995 
wild steelhead data was not published on a daily basis. The Steelhead-Wild parameter is a subset of the total 
steelhead and may include unmarked hatchery fish.
Chinook Run Dates: Chinook runs (referring to the season when adults migrate upstream) are based on run schedules by project as reported by the U.S. Army Corps of Engineers; Yakima Klickitat Fisheries Project and Oregon Department of Fish and Wildlife.
"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2015). Adult Passage Daily Counts. Available from http://www.cbr.washington.edu/dart/query/adult_daily."
