,sy2010sthdH,sy2010sthdHNC,sy2010sthdW,sy2011sthdH,sy2011sthdHNC,sy2011sthdW,sy2012sthdH,sy2012sthdHNC,sy2012sthdW,sy2013sthdH,sy2013sthdHNC,sy2013sthdW,sy2014sthdH,sy2014sthdHNC,sy2014sthdW,sy2015sthdH,sy2015sthdHNC,sy2015sthdW,sy2010chnkH,sy2010chnkHNC,sy2010chnkW,sy2011chnkH,sy2011chnkHNC,sy2011chnkW,sy2012chnkH,sy2012chnkHNC,sy2012chnkW,sy2013chnkH,sy2013chnkHNC,sy2013chnkW,sy2014chnkH,sy2014chnkHNC,sy2014chnkW,sy2015chnkH,sy2015chnkHNC,sy2015chnkW
1482,247185,33646,42552,142214,21987,44094,130520,9886,39914,77057,8735,23394,76650,6997,24507,110295,9147,46149,100475,6515,27694,102496,5373,26725,57928,4847,21996,45221,6340,19405,74218,10306,30150,99200,10433,22799
1483,247822,33670,41889,141124,21835,45336,130864,10129,39326,77263,8757,23166,76016,7023,25115,110699,9078,45814,99454,7414,27815,102362,5401,26831,58456,4733,21582,45893,6160,18913,74363,10013,30296,99115,10580,22737
1484,246133,34462,42787,141897,21992,44407,130682,10057,39581,77792,8654,22739,75571,7019,25564,110090,9580,45921,99267,6788,28629,102002,5394,27197,58371,4820,21581,45684,6278,19004,74410,9909,30353,98651,10398,23383
1485,248657,31644,43081,142690,22022,43584,130857,9831,39631,77553,8593,23040,75626,7077,25450,109236,9558,46798,100362,6940,27382,101389,5888,27316,58494,4679,21597,45713,6330,18922,74175,10242,30256,99426,9428,23577
1486,247199,33632,42551,143055,20900,44341,131481,9405,39434,78338,8566,22282,76296,6130,25727,110405,9699,45487,100091,6915,27678,102104,5415,27075,58406,4863,21502,45470,6459,19037,73801,10581,30291,99487,10071,22874
1487,246642,33222,43518,141658,21771,44867,130497,10237,39586,76364,8755,24067,76342,6886,24926,109835,9429,46327,98341,7274,29069,101941,5489,27165,58276,4638,21857,44825,6582,19559,74573,9846,30254,98748,9979,23705
1488,247814,32816,42752,142350,23202,42744,130583,10221,39516,77783,8580,22823,75986,6451,25718,111181,8913,45497,99772,7268,27643,101985,5711,26898,58872,4599,21300,45499,6433,19034,73955,10043,30675,98416,9874,24142
1489,246960,33195,43227,142883,22164,43250,131597,10332,38391,77145,9247,22794,77157,6879,24118,111006,9290,45295,99493,6892,28299,103423,5562,25609,58952,4709,21110,45187,5973,19805,74093,10277,30303,98596,10810,23026
1490,249385,33157,40840,142606,21739,43951,130632,9896,39792,76841,8722,23623,75701,7267,25186,110028,9925,45638,101802,7005,25877,102289,5089,27217,59053,4679,21039,44690,6460,19816,74734,10179,29760,99558,9754,23120
1491,247487,33414,42481,141952,22058,44286,131138,9713,39470,77457,8840,22888,75794,6903,25457,109653,9305,46633,99429,7400,27855,101915,5354,27325,59080,4351,21341,44790,6433,19743,74288,9411,30974,98420,10531,23481
1492,247384,32732,43265,142619,22011,43665,130676,9708,39936,77204,8884,23097,75914,6956,25284,110524,9334,45733,100883,6819,26983,102329,5232,27033,58998,4513,21260,45310,6432,19224,73680,10408,30584,99420,9755,23257
1493,248410,32230,42743,142538,21154,44604,130998,9667,39655,77456,8882,22848,75978,7065,25111,109811,9605,46175,101185,6753,26746,102877,5319,26397,58704,4389,21678,45287,6198,19481,74487,10578,29608,97960,10667,23805
1494,248467,32341,42574,142589,21876,43831,130095,9731,40494,77597,8357,23232,76732,6506,24915,110422,9622,45547,99624,6426,28635,103457,5255,25882,59001,4776,20994,45524,6238,19204,73747,10078,30848,97929,10394,24108
1495,249064,32535,41783,142766,21862,43668,131377,9682,39261,77148,9079,22959,76380,6758,25016,111174,9043,45374,99166,7017,28501,102086,5290,27218,58217,4544,22010,45488,6065,19413,74728,9698,30247,99522,9890,23020
1496,247746,33466,42170,141648,22191,44457,131162,9959,39199,77275,9088,22823,75416,7398,25341,109637,9331,46623,100925,6763,26996,102086,5182,27326,58365,4443,21964,45223,6377,19367,74030,10191,30452,98640,10001,23791
1497,247146,34024,42212,143192,20918,44185,131175,9729,39415,77351,8983,22852,76044,6779,25332,110048,9663,45881,100735,7203,26746,102325,5568,26701,58584,4478,21709,44964,6358,19643,74361,9873,30438,98854,10077,23502
1498,247693,33348,42341,142496,21362,44438,130225,10308,39786,77051,8586,23549,76346,6945,24863,109926,9352,46314,99659,7300,27725,102888,5336,26370,59269,4222,21280,45477,6250,19239,74017,10166,30491,99398,9645,23389
1499,247552,33593,42237,142529,21385,44382,131595,9777,38948,76655,8738,23794,75939,6994,25222,110357,9401,45833,100480,7541,26663,102546,5485,26563,58396,4623,21753,45566,6408,18992,73644,10261,30768,99255,10097,23080
1500,246330,34165,42887,142223,21506,44567,131238,10265,38817,76642,8869,23675,76296,6836,25022,111021,9553,45017,100998,7233,26453,101994,5655,26945,58895,4376,21501,45134,6595,19237,75432,9931,29310,99092,10382,22958
1501,248398,33042,41943,142421,22295,43580,130429,10466,39425,76865,8990,23331,75588,6867,25699,110863,9183,45545,100343,7029,27311,103290,5284,26020,58460,4536,21775,44963,6383,19620,74329,9922,30422,98655,9838,23939
1502,247386,33594,42402,141399,22699,44198,130401,10327,39592,77036,8602,23548,75308,6890,25956,110522,9181,45887,100440,6572,27672,101705,5728,27161,58396,4441,21934,45341,6446,19179,74996,9978,29698,100312,9810,22310
1503,248361,32455,42566,142884,22342,43070,130236,10482,39602,77735,8749,22701,76338,6848,24969,110779,9958,44854,99598,6598,28487,102869,5531,26195,58600,4745,21425,45789,5976,19202,73344,10348,30981,99578,9622,23232
1504,246964,33291,43127,142148,22075,44073,130896,9676,39748,76730,8983,23473,76201,6907,25046,110693,9418,45481,101039,7559,26086,102352,5592,26650,59218,4705,20848,45420,6461,19085,73768,10670,30236,98013,10657,23762
1505,247424,33012,42946,142622,21567,44107,129703,10427,40190,77176,8468,23542,76201,7046,24907,110711,9551,45329,102237,6318,26129,102796,5357,26442,59322,4489,20961,45241,6152,19574,75323,9858,29492,99214,10030,23187
1506,247103,33177,43102,142323,21688,44285,131168,9866,39286,78083,8245,22859,75361,6901,25892,110694,9398,45498,98990,8037,27657,102166,5704,26725,58098,4529,22145,44919,6232,19815,73714,9732,31227,99374,10392,22666
1507,247115,32810,43458,142484,21001,44811,130015,10183,40122,77331,8734,23122,76100,6850,25204,110344,9369,45878,99931,6959,27794,101791,5494,27309,58315,4611,21845,45969,6448,18549,74190,10187,30296,98926,10314,23192
1508,246013,33573,43796,142063,22372,43862,130250,9717,40353,76766,8565,23855,75486,7195,25473,111483,8674,45434,100135,6919,27630,102930,5428,26236,58880,4528,21363,45579,6200,19187,73011,10202,31460,99427,10459,22546
1509,248994,32389,42000,141720,22325,44250,129992,10312,40016,77036,8971,23180,75678,7077,25399,111204,9286,45102,100144,6319,28220,103130,5133,26331,59109,4550,21112,45503,6321,19142,73702,10115,30856,99377,10133,22922
1510,249248,32102,42032,142854,22002,43440,130685,10473,39162,76732,8677,23777,75134,7034,25986,110545,9422,45624,100139,7001,27544,102117,5654,26823,59535,4022,21214,45208,6113,19645,74212,10210,30251,98248,10768,23416
1511,248028,32913,42441,142672,21797,43827,130939,10566,38816,77128,8762,23296,75738,6661,25754,110937,8912,45742,100901,6136,27647,101754,5710,27129,58914,4577,21280,45586,5942,19438,73921,9172,31579,98588,11070,22773
1512,247465,33491,42426,142110,21897,44289,130888,10300,39132,77644,8781,22761,75815,6982,25357,111529,9184,44878,99397,7176,28111,101918,5524,27152,58106,4587,22078,45677,6550,18738,74203,10268,30202,97921,10128,24383
1513,248856,32882,41644,143771,21495,43030,130056,9943,40321,78052,8718,22416,76271,6994,24889,110133,9652,45805,99311,7389,27985,103506,5217,25871,58267,4532,21972,44802,6621,19542,73545,10924,30204,99192,9738,23503
1514,245802,33569,44011,142956,22056,43285,130414,10105,39801,77748,9001,22437,75147,7094,25913,109219,10027,46345,98903,7964,27818,102096,5585,26913,58737,4370,21663,45214,6177,19574,74514,10315,29844,98919,10209,23305
1515,247161,32043,44179,141359,21458,45479,131459,10039,38822,77396,8877,22913,77204,6792,24158,111079,9001,45511,99844,7118,27722,102638,5502,26453,58391,4469,21911,45525,6579,18861,73714,10246,30714,99026,9946,23459
1516,247933,32926,42523,142254,21725,44317,131220,10217,38883,77541,8918,22728,74919,6717,26518,110300,9162,46129,102149,6569,25966,103052,5543,26000,57867,4890,22014,45524,6394,19048,74209,10336,30127,98357,10496,23579
1517,246579,33704,43099,142377,21743,44176,130775,9967,39578,77285,8634,23267,75919,6739,25496,109961,10228,45402,99756,6666,28262,103645,5167,25782,58483,4588,21701,44733,6609,19624,74162,10472,30039,99653,9927,22853
1518,246580,33785,43017,141768,22463,44066,130066,10457,39797,77240,8953,22993,75481,6908,25765,111113,8885,45593,101006,6291,27387,102624,5318,26652,58589,4644,21538,45642,6297,19027,73689,9958,31026,98924,10038,23470
1519,247503,32956,42923,143906,21465,42925,131555,9821,38944,77448,8483,23255,75317,6817,26021,110646,9822,45124,99622,7103,27960,103340,5571,25682,58513,4375,21883,45550,6228,19188,74324,9737,30613,98994,10659,22780
1520,246645,33135,43602,142568,21000,44728,130257,10855,39208,77265,8771,23150,76494,6789,24871,110499,9320,45772,99322,7047,28316,103001,5622,25971,58412,4503,21857,45541,6149,19276,74687,9790,30196,98054,10398,23980
1521,248025,32682,42675,141509,22448,44339,131035,9930,39354,77448,9156,22582,74840,7376,25937,111308,9320,44963,100063,6631,27989,101901,5626,27067,59006,4379,21385,45404,6467,19095,74368,10308,29997,99475,10071,22886
1522,247660,33116,42606,141791,22726,43779,131521,9616,39183,76993,8914,23279,76697,6750,24707,110373,8821,46397,99864,7614,27206,101917,5794,26883,58936,4552,21283,45467,6123,19377,74608,9835,30230,98678,10301,23452
1523,246660,32646,44075,142627,21809,43860,131313,10091,38917,77838,8386,22963,76139,7029,24986,111958,8907,44726,99688,7485,27511,102773,5314,26507,58328,4937,21506,45587,6042,19337,74181,10242,30250,99212,10109,23111
1524,246972,33646,42764,142009,22291,43996,131525,9978,38817,78923,8584,21680,75252,7277,25625,110891,8869,45831,100513,7390,26780,101393,5336,27865,58232,4926,21613,45680,6484,18802,74744,10167,29763,98903,9445,24085
1525,248600,32968,41814,142004,22274,44019,131485,9952,38883,76843,9125,23218,75350,7372,25432,109858,9364,46368,99460,7367,27858,102738,5247,26609,59260,4713,20798,45396,6453,19116,74928,9785,29959,99545,10107,22780
1526,248436,31815,43131,141317,22036,44944,131382,9815,39124,77872,8348,22966,75250,6772,26132,110262,9714,45615,98933,7446,28305,102746,5934,25914,59123,4570,21077,45217,6360,19388,73516,10291,30866,99154,10304,22974
1527,246880,32838,43664,141666,21777,44852,130331,10822,39166,77110,8604,23472,75633,6942,25579,109377,9655,46559,100498,6555,27631,103118,5443,26032,58502,4695,21574,45326,6524,19116,74544,9479,30650,99309,9932,23192
1528,247928,33069,42385,141765,21746,44785,130870,10040,39410,78266,8368,22552,76053,6402,25699,109910,8728,46954,99467,6994,28223,102264,5672,26658,58372,4661,21738,45413,6017,19536,74503,10282,29888,99472,10159,22801
1529,248080,32933,42368,142511,21301,44485,131167,10156,38997,77079,8882,23224,76315,6577,25262,112094,8886,44611,98881,7829,27974,101866,5724,27004,58540,4351,21880,45551,6635,18779,74208,10120,30345,99288,10352,22791
1530,247316,33851,42215,142914,21439,43943,130924,9757,39639,76955,8582,23649,76347,7174,24633,111345,9040,45207,99647,7657,27380,102087,5670,26837,58740,4363,21668,45281,6110,19575,74111,9850,30712,98562,10120,23750
1531,247691,33377,42313,143408,21959,42929,129971,10027,40322,77350,8766,23070,76163,6727,25264,111011,8928,45652,101287,7148,26249,102391,5483,26721,58344,4285,22142,45161,6248,19557,73197,10592,30884,98009,10320,24103
1532,248455,32722,42205,141367,22042,44887,132294,9921,38105,77218,8654,23314,75593,6792,25768,110368,9464,45759,100889,7035,26760,101532,5738,27324,58448,5148,21175,46033,6389,18544,74156,10015,30503,98342,9906,24184
1533,248500,32994,41888,141743,22414,44139,130986,10169,39165,77513,8920,22753,76275,7244,24635,111312,9113,45165,100974,7025,26685,102839,5206,26549,58983,4674,21114,45102,6381,19483,74178,10136,30359,98227,10309,23895
1534,247931,33257,42193,142980,22045,43270,130121,10233,39966,76919,8386,23881,76010,6968,25175,111189,9572,44830,100532,7053,27099,103124,5371,26099,58963,4571,21237,45197,6221,19548,74677,10019,29977,99088,10018,23326
1535,247999,32695,42687,142570,21749,43977,131159,10284,38877,78148,8452,22586,75867,7003,25284,111099,9333,45159,100479,7242,26963,102698,5348,26548,59178,4319,21275,45458,6246,19262,73578,10108,30987,98745,10439,23248
1536,247113,33497,42772,141744,22261,44291,129970,10116,40233,77754,8684,22749,75113,6843,26199,111430,9030,45132,99746,6925,28013,102342,5286,26966,58613,4762,21397,45790,6324,18852,74744,9748,30181,99057,10301,23074
1537,247060,32580,43742,142820,21114,44362,130035,10150,40135,76412,9094,23680,76297,6719,25137,110501,9684,45406,99014,7184,28486,101809,5454,27331,59360,4169,21242,45469,6156,19341,74737,9524,30411,99231,10422,22779
1538,247780,33131,42471,142044,22055,44197,130235,9839,40245,77009,8691,23486,76598,6554,25002,110669,9034,45888,99379,7060,28245,102586,5434,26574,59120,4328,21323,45431,6177,19358,74260,10183,30230,97914,11035,23483
1539,247967,33067,42347,142246,21283,44766,130674,10237,39409,77143,9063,22981,76025,7397,24731,109603,8949,47039,101429,7236,26018,102719,5700,26175,58607,4789,21375,44886,6816,19264,74107,10339,30227,99645,10220,22566
1540,247945,32568,42869,141417,22160,44719,130203,10496,39621,76731,8833,23622,76665,7085,24404,110035,9610,45946,99472,6945,28266,102542,5578,26474,59071,4254,21446,45660,6143,19163,73143,10867,30663,99311,9660,23461
1541,248315,32514,42553,141936,21906,44454,131656,9535,39129,77142,8719,23326,75638,7193,25323,110605,9532,45454,99731,6547,28406,102791,5719,26085,58672,4753,21347,45419,6413,19134,74214,10301,30158,99544,9824,23064
1542,247278,33555,42548,141180,22029,45087,130396,10343,39580,77468,8735,22983,75639,6934,25581,111118,9023,45449,100633,6951,27100,102149,5614,26831,58235,4368,22167,45217,6384,19365,74509,10668,29496,98565,9982,23885
1543,247428,33375,42579,140975,22380,44941,130395,10075,39850,77342,8366,23478,76138,7054,24962,109798,9850,45942,100943,7344,26396,103241,5684,25669,58546,4679,21546,44910,6040,20015,73574,10484,30615,98628,10483,23321
1544,246462,32986,43933,142840,21874,43582,130437,9875,40008,77506,8567,23113,76023,6747,25384,110049,9765,45777,99531,6953,28200,102074,5540,26980,59549,4223,20999,45312,6421,19233,73534,10628,30510,99373,9490,23569
1545,247039,33671,42673,143136,21930,43230,131166,9820,39335,77711,8752,22723,75559,6858,25737,110857,9238,45496,100538,6891,27255,102208,5064,27322,58051,4618,22103,45057,6358,19551,74324,9759,30590,99148,10195,23089
1546,248442,33049,41890,142408,22249,43639,131515,10048,38757,77161,8972,23053,76706,6726,24722,109318,10005,46268,99542,6998,28144,103134,5632,25829,59928,4134,20709,44960,6335,19671,74819,9965,29889,98338,10336,23758
1547,245516,33662,44204,142325,22024,43947,130628,10365,39326,77346,8648,23192,76176,6314,25664,109852,9688,46051,100319,6934,27432,102304,5554,26736,58759,4637,21375,45163,6325,19477,74252,10296,30125,98577,10583,23272
1548,249325,31791,42265,141732,22505,44059,131101,9789,39430,77552,8574,23061,76521,7137,24496,110880,9534,45177,98892,7901,27890,102294,5471,26829,58200,4759,21813,44874,6534,19559,74286,10291,30096,99798,10138,22496
1549,248047,33163,42172,142523,20998,44775,131382,10269,38669,77280,8487,23419,75829,6890,25435,109775,10002,45814,100398,6523,27763,102585,5750,26259,58782,4768,21221,45188,6567,19211,74208,10211,30254,99440,10151,22841
1550,249497,32612,41272,143461,21478,43357,130850,9762,39708,76939,8500,23748,75818,6584,25752,109436,10197,45958,100171,6494,28019,102656,5524,26415,58762,4536,21474,45547,6470,18948,74339,10506,29828,98757,9727,23948
1551,245835,33857,43690,142518,22203,43575,131126,10090,39104,76730,9023,23434,74693,7302,26159,109968,9554,46069,98733,7621,28329,102813,5583,26198,58270,4773,21727,45286,6628,19052,73722,10095,30856,98142,10276,24014
1552,248442,32091,42849,141914,20910,45472,130885,9972,39462,77103,8658,23426,76422,7224,24508,111015,9320,45256,98912,7483,28289,101998,5366,27231,58840,4430,21501,45262,6580,19124,74473,9703,30497,99373,9572,23486
1553,249143,32621,41617,143184,22261,42851,131236,9100,39984,77131,8871,23184,75349,6944,25861,110473,9467,45651,100971,6535,27178,103000,5260,26335,57904,4913,21954,45339,6074,19552,74205,10412,30056,98565,10919,22948
1554,246427,33224,43731,142430,21923,43943,131657,10190,38472,77565,9026,22595,74940,7306,25909,110513,9108,45970,101027,6762,26895,101919,5690,26984,58817,4556,21398,45353,6491,19121,73974,10740,29959,99041,10070,23320
1555,247122,33876,42385,142800,21843,43653,130471,10121,39728,77413,8682,23092,75473,7048,25634,110160,9341,46090,100317,6260,28107,102591,5517,26486,59451,4120,21200,45469,6223,19274,74219,10139,30315,98804,10181,23447
1556,248193,32904,42285,143107,21601,43589,130320,10246,39754,76778,8904,23504,76362,6827,24965,109484,9224,46884,99636,7012,28036,102952,5313,26329,58219,4653,21899,44728,6332,19906,73749,10416,30508,99464,9704,23264
1557,247938,33551,41893,141621,21712,44962,131481,9854,38984,77466,8512,23208,76659,6899,24596,110470,9407,45714,100419,7200,27065,102770,5949,25875,58446,4469,21856,45551,6291,19124,74155,10202,30316,100009,9534,22889
1558,247720,32176,43486,143017,21484,43796,131438,10014,38867,77232,9092,22862,76918,6780,24456,110084,9538,45969,101539,6306,26839,102899,5205,26490,59139,4349,21283,45827,6474,18664,74626,10679,29368,98388,10133,23911
1559,247459,33627,42296,143685,21585,43025,130191,10842,39287,77500,8621,23065,75610,7151,25393,109784,9319,46488,99697,7067,27920,102697,5603,26294,58189,5023,21560,45684,6092,19189,74247,9894,30531,98669,10487,23276
1560,247838,33471,42073,141936,21797,44563,131412,10023,38885,77990,8649,22547,76222,7089,24843,110650,9187,45754,100296,7055,27333,102857,5576,26162,58407,4500,21864,45267,6166,19532,74626,9975,30072,99179,10636,22617
1561,247818,33167,42397,142585,21871,43841,130443,9950,39927,77322,9018,22846,76429,6650,25075,110442,9774,45375,99590,7420,27673,103482,5287,25825,58955,4730,21086,45535,6366,19065,73434,10210,31029,97710,10294,24427
1562,248604,32159,42619,141792,21713,44791,130814,10071,39435,77196,8798,23192,75490,6971,25693,110463,9638,45489,99311,7447,27926,102110,5325,27160,57847,4927,21997,45469,6145,19352,74395,9835,30443,99982,9381,23068
1563,247215,33345,42822,142817,21857,43622,130301,9900,40119,77137,9125,22923,75712,6977,25466,111695,9116,44780,101280,5919,27485,102716,5235,26643,58645,4548,21579,46060,6361,18545,74196,10025,30452,97498,11144,23790
1564,247126,32621,43635,142519,21134,44644,130631,10272,39418,77562,8529,23094,76476,6632,25046,110299,9935,45356,100275,5689,28720,103030,5349,26215,58305,4620,21846,45380,6581,19005,73785,9940,30948,99652,10022,22758
1565,247361,32902,43119,142496,21275,44525,131747,9943,38630,77487,8572,23127,75809,7256,25089,110260,8667,46665,100701,6973,27010,102565,5678,26351,59137,4589,21045,45451,6324,19190,74984,9458,30231,99178,10167,23087
