Ladder,Species,Date,Window Count Hours,Period,Rear Type,Tag Stage,TagID,Coil,Detection DateTime,TravelTime,Weir Detection,WD Hours,WD Date,TagID Ascent Count,Same Day,Previous Weir Detect,Previous Hours,Previous Days,Previous Date,Release Year,Release DateTime,Run,Length,Capture Method,Flag Codes,Release Site,Tag File
GRA,1,2015.08.23,0400-2000,D,H,J,3D9.1C2D925E1B,18,2015-08-23 07:32:01,1551.7,Y,0.79,2015.08.23 09:19:42,,,,,,,2011,2011-05-24 15:00:00,3,72,DIPNET,,SNAKE4,BDA11111.I6B
GRA,1,2015.08.23,0400-2000,D,H,J,3D9.1C2D925E1B,16,2015-08-23 07:32:01,1551.7,Y,0.79,2015.08.23 09:19:42,,,,,,,2011,2011-05-24 15:00:00,3,72,DIPNET,,SNAKE4,BDA11111.I6B
GRA,1,2015.08.23,0400-2000,D,H,J,3D9.1C2D925E1B,14,2015-08-23 07:32:01,1551.7,Y,0.79,2015.08.23 09:19:42,,,,,,,2011,2011-05-24 15:00:00,3,72,DIPNET,,SNAKE4,BDA11111.I6B
GRA,1,2015.08.23,0400-2000,D,H,J,3D9.1C2D925E1B,12,2015-08-23 07:32:01,1551.7,Y,0.79,2015.08.23 09:19:42,,,,,,,2011,2011-05-24 15:00:00,3,72,DIPNET,,SNAKE4,BDA11111.I6B
GRA,1,2015.09.17,0400-2000,D,H,J,3D9.1C2DDDBF9B,18,2015-09-17 12:40:25,1212.0,Y,2.64,2015.09.17 16:18:54,,,,,,,2012,2012-05-23 12:00:00,3,86,DIPNET,,BCCAP,BDA12105.A31
GRA,1,2015.09.17,0400-2000,D,H,J,3D9.1C2DDDBF9B,16,2015-09-17 12:40:25,1212.0,Y,2.64,2015.09.17 16:18:54,,,,,,,2012,2012-05-23 12:00:00,3,86,DIPNET,,BCCAP,BDA12105.A31
GRA,1,2015.09.17,0400-2000,D,H,J,3D9.1C2DDDBF9B,14,2015-09-17 12:40:25,1212.0,Y,2.64,2015.09.17 16:18:54,,,,,,,2012,2012-05-23 12:00:00,3,86,DIPNET,,BCCAP,BDA12105.A31
GRA,1,2015.09.17,0400-2000,D,H,J,3D9.1C2DDDBF9B,12,2015-09-17 12:40:25,1212.0,Y,2.64,2015.09.17 16:18:54,,,,,,,2012,2012-05-23 12:00:00,3,86,DIPNET,,BCCAP,BDA12105.A31
GRA,1,2015.08.30,0400-2000,D,H,J,3D9.1C2DDF5E4B,18,2015-08-30 15:14:25,1195.1,Y,1.05,2015.08.30 17:17:33,,,,,,,2012,2012-05-22 13:15:00,3,86,DIPNET,,SNAKE4,BDA12110.A10
GRA,1,2015.08.30,0400-2000,D,H,J,3D9.1C2DDF5E4B,16,2015-08-30 15:14:26,1195.1,Y,1.05,2015.08.30 17:17:33,,,,,,,2012,2012-05-22 13:15:00,3,86,DIPNET,,SNAKE4,BDA12110.A10
GRA,1,2015.08.30,0400-2000,D,H,J,3D9.1C2DDF5E4B,14,2015-08-30 15:14:26,1195.1,Y,1.05,2015.08.30 17:17:33,,,,,,,2012,2012-05-22 13:15:00,3,86,DIPNET,,SNAKE4,BDA12110.A10
GRA,1,2015.08.30,0400-2000,D,H,J,3D9.1C2DDF5E4B,12,2015-08-30 15:14:26,1195.1,Y,1.05,2015.08.30 17:17:33,,,,,,,2012,2012-05-22 13:15:00,3,86,DIPNET,,SNAKE4,BDA12110.A10
GRA,1,2015.05.03,0400-2000,N,W,J,3D9.1C2D6F8C28,18,2015-05-03 20:30:39,940.4,Y,8.85,2015.05.04 06:21:55,,,,,,,2012,2012-10-05 10:40:00,1,95,SCREWT,,SAWTRP,DAV12279.SIT
GRA,1,2015.05.03,0400-2000,N,W,J,3D9.1C2D6F8C28,16,2015-05-03 20:30:39,940.4,Y,8.85,2015.05.04 06:21:55,,,,,,,2012,2012-10-05 10:40:00,1,95,SCREWT,,SAWTRP,DAV12279.SIT
GRA,1,2015.05.03,0400-2000,N,W,J,3D9.1C2D6F8C28,14,2015-05-03 20:30:39,940.4,Y,8.85,2015.05.04 06:21:55,,,,,,,2012,2012-10-05 10:40:00,1,95,SCREWT,,SAWTRP,DAV12279.SIT
GRA,1,2015.05.03,0400-2000,N,W,J,3D9.1C2D6F8C28,12,2015-05-03 20:30:40,940.4,Y,8.85,2015.05.04 06:21:55,,,,,,,2012,2012-10-05 10:40:00,1,95,SCREWT,,SAWTRP,DAV12279.SIT
GRA,1,2015.05.05,0400-2000,D,W,J,3D9.1C2D6F8C28,18,2015-05-05 17:25:38,942.3,Y,1.28,2015.05.05 19:42:44,2,,Y,44.92,1.87,2015.05.03 21:30:39,2012,2012-10-05 10:40:00,1,95,SCREWT,,SAWTRP,DAV12279.SIT
GRA,1,2015.05.05,0400-2000,D,W,J,3D9.1C2D6F8C28,16,2015-05-05 17:25:38,942.3,Y,1.28,2015.05.05 19:42:44,2,,Y,44.92,1.87,2015.05.03 21:30:39,2012,2012-10-05 10:40:00,1,95,SCREWT,,SAWTRP,DAV12279.SIT
GRA,1,2015.05.05,0400-2000,D,W,J,3D9.1C2D6F8C28,14,2015-05-05 17:25:38,942.3,Y,1.28,2015.05.05 19:42:44,2,,Y,44.92,1.87,2015.05.03 21:30:39,2012,2012-10-05 10:40:00,1,95,SCREWT,,SAWTRP,DAV12279.SIT
GRA,1,2015.05.05,0400-2000,D,W,J,3D9.1C2D6F8C28,12,2015-05-05 17:25:38,942.3,Y,1.28,2015.05.05 19:42:44,2,,Y,44.92,1.87,2015.05.03 21:30:39,2012,2012-10-05 10:40:00,1,95,SCREWT,,SAWTRP,DAV12279.SIT
GRA,1,2015.09.11,0400-2000,D,H,J,3D9.1C2DE005CC,18,2015-09-11 07:57:01,1204.7,N,,,,,,,,,2012,2012-05-24 14:15:00,3,70,DIPNET,,GRAND1,BDA12108.B05
GRA,1,2015.09.11,0400-2000,D,H,J,3D9.1C2DE005CC,16,2015-09-11 07:57:01,1204.7,N,,,,,,,,,2012,2012-05-24 14:15:00,3,70,DIPNET,,GRAND1,BDA12108.B05
GRA,1,2015.09.11,0400-2000,D,H,J,3D9.1C2DE005CC,14,2015-09-11 07:57:01,1204.7,N,,,,,,,,,2012,2012-05-24 14:15:00,3,70,DIPNET,,GRAND1,BDA12108.B05
GRA,1,2015.09.11,0400-2000,D,H,J,3D9.1C2DE005CC,12,2015-09-11 07:57:01,1204.7,N,,,,,,,,,2012,2012-05-24 14:15:00,3,70,DIPNET,,GRAND1,BDA12108.B05
GRA,1,2015.05.20,0400-2000,D,U,A,3DD.00775E0A14,18,2015-05-20 17:19:54,9.2,Y,0.87,2015.05.20 19:12:18,,,,,,,2015,2015-05-11 12:00:00,5,570,LADDER,MT AT AD RF,BONAFF,JKF15131.AFF
GRA,1,2015.05.20,0400-2000,D,U,A,3DD.00775E0A14,16,2015-05-20 17:19:55,9.2,Y,0.87,2015.05.20 19:12:18,,,,,,,2015,2015-05-11 12:00:00,5,570,LADDER,MT AT AD RF,BONAFF,JKF15131.AFF
GRA,1,2015.05.20,0400-2000,D,U,A,3DD.00775E0A14,14,2015-05-20 17:19:55,9.2,Y,0.87,2015.05.20 19:12:18,,,,,,,2015,2015-05-11 12:00:00,5,570,LADDER,MT AT AD RF,BONAFF,JKF15131.AFF
GRA,1,2015.05.20,0400-2000,D,U,A,3DD.00775E0A14,12,2015-05-20 17:19:55,9.2,Y,0.87,2015.05.20 19:12:18,,,,,,,2015,2015-05-11 12:00:00,5,570,LADDER,MT AT AD RF,BONAFF,JKF15131.AFF
GRA,1,2015.05.16,0400-2000,D,W,J,3D9.1C2E049DE0,18,2015-05-16 15:03:35,731.3,Y,13.39,2015.05.17 05:26:56,,,,,,,2013,2013-05-15 07:00:00,5,110,BPRCOL,AI,LGRRRR,SRV13134.SR5
GRA,1,2015.05.16,0400-2000,D,W,J,3D9.1C2E049DE0,16,2015-05-16 15:03:36,731.3,Y,13.39,2015.05.17 05:26:56,,,,,,,2013,2013-05-15 07:00:00,5,110,BPRCOL,AI,LGRRRR,SRV13134.SR5
GRA,1,2015.05.16,0400-2000,D,W,J,3D9.1C2E049DE0,14,2015-05-16 15:03:36,731.3,Y,13.39,2015.05.17 05:26:56,,,,,,,2013,2013-05-15 07:00:00,5,110,BPRCOL,AI,LGRRRR,SRV13134.SR5
GRA,1,2015.05.16,0400-2000,D,W,J,3D9.1C2E049DE0,12,2015-05-16 15:03:36,731.3,Y,13.39,2015.05.17 05:26:56,,,,,,,2013,2013-05-15 07:00:00,5,110,BPRCOL,AI,LGRRRR,SRV13134.SR5
GRA,1,2015.05.03,0400-2000,D,U,A,3DD.00773AACDA,18,2015-05-03 11:49:25,13.0,Y,1.86,2015.05.03 14:41:19,,,,,,,2015,2015-04-20 12:00:00,5,750,LADDER,MT AT AD RF,BONAFF,JKF15110.AFF
GRA,1,2015.05.03,0400-2000,D,U,A,3DD.00773AACDA,16,2015-05-03 11:49:25,13.0,Y,1.86,2015.05.03 14:41:19,,,,,,,2015,2015-04-20 12:00:00,5,750,LADDER,MT AT AD RF,BONAFF,JKF15110.AFF
GRA,1,2015.05.03,0400-2000,D,U,A,3DD.00773AACDA,14,2015-05-03 11:49:25,13.0,Y,1.86,2015.05.03 14:41:19,,,,,,,2015,2015-04-20 12:00:00,5,750,LADDER,MT AT AD RF,BONAFF,JKF15110.AFF
GRA,1,2015.05.03,0400-2000,D,U,A,3DD.00773AACDA,12,2015-05-03 11:49:25,13.0,Y,1.86,2015.05.03 14:41:19,,,,,,,2015,2015-04-20 12:00:00,5,750,LADDER,MT AT AD RF,BONAFF,JKF15110.AFF
GRA,1,2015.09.23,0400-2000,D,H,J,3D9.1C2DE08B6B,18,2015-09-23 13:14:31,1218.1,Y,19.68,2015.09.24 09:55:28,,,,,,,2012,2012-05-23 12:00:00,3,83,DIPNET,,BCCAP,BDA12105.B31
GRA,1,2015.09.23,0400-2000,D,H,J,3D9.1C2DE08B6B,16,2015-09-23 13:14:31,1218.1,Y,19.68,2015.09.24 09:55:28,,,,,,,2012,2012-05-23 12:00:00,3,83,DIPNET,,BCCAP,BDA12105.B31
GRA,1,2015.09.23,0400-2000,D,H,J,3D9.1C2DE08B6B,14,2015-09-23 13:14:31,1218.1,Y,19.68,2015.09.24 09:55:28,,,,,,,2012,2012-05-23 12:00:00,3,83,DIPNET,,BCCAP,BDA12105.B31
GRA,1,2015.09.23,0400-2000,D,H,J,3D9.1C2DE08B6B,12,2015-09-23 13:14:32,1218.1,Y,19.68,2015.09.24 09:55:28,,,,,,,2012,2012-05-23 12:00:00,3,83,DIPNET,,BCCAP,BDA12105.B31
GRA,1,2015.05.03,0400-2000,D,H,J,3D9.1C2E062943,18,2015-05-03 12:30:11,776.0,Y,1.20,2015.05.03 14:42:18,,,,,,,2013,2013-03-18 12:00:00,1,,DIPNET,AD,SELWY1,BDL13035.C41
GRA,1,2015.05.03,0400-2000,D,H,J,3D9.1C2E062943,16,2015-05-03 12:30:11,776.0,Y,1.20,2015.05.03 14:42:18,,,,,,,2013,2013-03-18 12:00:00,1,,DIPNET,AD,SELWY1,BDL13035.C41
GRA,1,2015.05.03,0400-2000,D,H,J,3D9.1C2E062943,14,2015-05-03 12:30:11,776.0,Y,1.20,2015.05.03 14:42:18,,,,,,,2013,2013-03-18 12:00:00,1,,DIPNET,AD,SELWY1,BDL13035.C41
GRA,1,2015.05.03,0400-2000,D,H,J,3D9.1C2E062943,12,2015-05-03 12:30:11,776.0,Y,1.20,2015.05.03 14:42:18,,,,,,,2013,2013-03-18 12:00:00,1,,DIPNET,AD,SELWY1,BDL13035.C41
GRA,1,2015.09.11,0400-2000,D,H,J,3D9.1C2DF72AEA,18,2015-09-11 09:04:21,883.9,Y,8.71,2015.09.11 18:47:04,,,,,,,2013,2013-04-10 12:00:00,3,,DIPNET,CW,LYFE,MLS12233.FC1
GRA,1,2015.09.11,0400-2000,D,H,J,3D9.1C2DF72AEA,16,2015-09-11 09:04:21,883.9,Y,8.71,2015.09.11 18:47:04,,,,,,,2013,2013-04-10 12:00:00,3,,DIPNET,CW,LYFE,MLS12233.FC1
GRA,1,2015.09.11,0400-2000,D,H,J,3D9.1C2DF72AEA,14,2015-09-11 09:04:22,883.9,Y,8.71,2015.09.11 18:47:04,,,,,,,2013,2013-04-10 12:00:00,3,,DIPNET,CW,LYFE,MLS12233.FC1
GRA,1,2015.09.11,0400-2000,D,H,J,3D9.1C2DF72AEA,12,2015-09-11 09:04:22,883.9,Y,8.71,2015.09.11 18:47:04,,,,,,,2013,2013-04-10 12:00:00,3,,DIPNET,CW,LYFE,MLS12233.FC1
GRA,1,2015.05.07,0400-2000,D,H,J,3D9.1C2DF4559A,28,2015-05-07 09:27:58,764.7,Y,3.81,2015.05.07 14:16:29,,,,,,,2013,2013-04-02 17:00:00,1,121,DIPNET,AD,DWORNF,CSS13008.DW2
GRA,1,2015.05.07,0400-2000,D,H,J,3D9.1C2DF4559A,26,2015-05-07 09:27:58,764.7,Y,3.81,2015.05.07 14:16:29,,,,,,,2013,2013-04-02 17:00:00,1,121,DIPNET,AD,DWORNF,CSS13008.DW2
GRA,1,2015.05.07,0400-2000,D,H,J,3D9.1C2DF4559A,24,2015-05-07 09:27:58,764.7,Y,3.81,2015.05.07 14:16:29,,,,,,,2013,2013-04-02 17:00:00,1,121,DIPNET,AD,DWORNF,CSS13008.DW2
GRA,1,2015.05.07,0400-2000,D,H,J,3D9.1C2DF4559A,22,2015-05-07 09:27:59,764.7,Y,3.81,2015.05.07 14:16:29,,,,,,,2013,2013-04-02 17:00:00,1,121,DIPNET,AD,DWORNF,CSS13008.DW2
GRA,1,2015.04.24,0400-2000,D,H,J,3D9.1C2DBD4836,18,2015-04-24 09:56:13,1137.9,Y,1.64,2015.04.24 12:34:34,,,,,,,2012,2012-03-12 12:00:00,1,,DIPNET,AD,RAPH,CSS12046.R31
GRA,1,2015.04.24,0400-2000,D,H,J,3D9.1C2DBD4836,16,2015-04-24 09:56:13,1137.9,Y,1.64,2015.04.24 12:34:34,,,,,,,2012,2012-03-12 12:00:00,1,,DIPNET,AD,RAPH,CSS12046.R31
GRA,1,2015.04.24,0400-2000,D,H,J,3D9.1C2DBD4836,14,2015-04-24 09:56:13,1137.9,Y,1.64,2015.04.24 12:34:34,,,,,,,2012,2012-03-12 12:00:00,1,,DIPNET,AD,RAPH,CSS12046.R31
GRA,1,2015.04.24,0400-2000,D,H,J,3D9.1C2DBD4836,12,2015-04-24 09:56:14,1137.9,Y,1.64,2015.04.24 12:34:34,,,,,,,2012,2012-03-12 12:00:00,1,,DIPNET,AD,RAPH,CSS12046.R31
GRA,1,2015.05.30,0400-2000,D,U,A,3DD.00775DC4A3,18,2015-05-30 14:32:13,10.1,Y,1.57,2015.05.30 17:06:41,,,,,,,2015,2015-05-20 12:00:00,5,835,LADDER,MT AT AD RF,BONAFF,JKF15140.AFF
GRA,1,2015.05.30,0400-2000,D,U,A,3DD.00775DC4A3,16,2015-05-30 14:32:13,10.1,Y,1.57,2015.05.30 17:06:41,,,,,,,2015,2015-05-20 12:00:00,5,835,LADDER,MT AT AD RF,BONAFF,JKF15140.AFF
GRA,1,2015.05.30,0400-2000,D,U,A,3DD.00775DC4A3,14,2015-05-30 14:32:13,10.1,Y,1.57,2015.05.30 17:06:41,,,,,,,2015,2015-05-20 12:00:00,5,835,LADDER,MT AT AD RF,BONAFF,JKF15140.AFF
GRA,1,2015.05.30,0400-2000,D,U,A,3DD.00775DC4A3,12,2015-05-30 14:32:13,10.1,Y,1.57,2015.05.30 17:06:41,,,,,,,2015,2015-05-20 12:00:00,5,835,LADDER,MT AT AD RF,BONAFF,JKF15140.AFF
GRA,1,2015.09.12,0400-2000,D,H,J,3D9.1C2DF70135,18,2015-09-12 11:31:33,885.0,Y,3.07,2015.09.12 15:35:58,,,,,,,2013,2013-04-10 12:00:00,3,,DIPNET,CW,LYFE,MLS12233.FC1
GRA,1,2015.09.12,0400-2000,D,H,J,3D9.1C2DF70135,16,2015-09-12 11:31:33,885.0,Y,3.07,2015.09.12 15:35:58,,,,,,,2013,2013-04-10 12:00:00,3,,DIPNET,CW,LYFE,MLS12233.FC1
GRA,1,2015.09.12,0400-2000,D,H,J,3D9.1C2DF70135,14,2015-09-12 11:31:33,885.0,Y,3.07,2015.09.12 15:35:58,,,,,,,2013,2013-04-10 12:00:00,3,,DIPNET,CW,LYFE,MLS12233.FC1
GRA,1,2015.09.12,0400-2000,D,H,J,3D9.1C2DF70135,12,2015-09-12 11:31:33,885.0,Y,3.07,2015.09.12 15:35:58,,,,,,,2013,2013-04-10 12:00:00,3,,DIPNET,CW,LYFE,MLS12233.FC1
GRA,1,2015.06.05,0400-2000,D,W,J,3D9.1C2D735F5A,18,2015-06-05 09:29:20,1123.1,Y,1.64,2015.06.05 12:07:53,,,,,,,2012,2012-05-08 07:00:00,5,108,BPRCOL,,LGRRRR,WDM12128.CS1
GRA,1,2015.06.05,0400-2000,D,W,J,3D9.1C2D735F5A,16,2015-06-05 09:29:20,1123.1,Y,1.64,2015.06.05 12:07:53,,,,,,,2012,2012-05-08 07:00:00,5,108,BPRCOL,,LGRRRR,WDM12128.CS1
GRA,1,2015.06.05,0400-2000,D,W,J,3D9.1C2D735F5A,14,2015-06-05 09:29:20,1123.1,Y,1.64,2015.06.05 12:07:53,,,,,,,2012,2012-05-08 07:00:00,5,108,BPRCOL,,LGRRRR,WDM12128.CS1
GRA,1,2015.06.05,0400-2000,D,W,J,3D9.1C2D735F5A,12,2015-06-05 09:29:20,1123.1,Y,1.64,2015.06.05 12:07:53,,,,,,,2012,2012-05-08 07:00:00,5,108,BPRCOL,,LGRRRR,WDM12128.CS1
GRA,1,2015.05.30,0400-2000,N,U,A,3DD.007738C5E3,18,2015-05-30 20:24:28,9.4,Y,8.81,2015.05.31 06:13:14,,,,,,,2015,2015-05-21 12:00:00,5,770,LADDER,MT AT AD RF,BONAFF,JKF15141.AFF
GRA,1,2015.05.30,0400-2000,N,U,A,3DD.007738C5E3,16,2015-05-30 20:24:28,9.4,Y,8.81,2015.05.31 06:13:14,,,,,,,2015,2015-05-21 12:00:00,5,770,LADDER,MT AT AD RF,BONAFF,JKF15141.AFF
GRA,1,2015.05.30,0400-2000,N,U,A,3DD.007738C5E3,14,2015-05-30 20:24:28,9.4,Y,8.81,2015.05.31 06:13:14,,,,,,,2015,2015-05-21 12:00:00,5,770,LADDER,MT AT AD RF,BONAFF,JKF15141.AFF
GRA,1,2015.05.30,0400-2000,N,U,A,3DD.007738C5E3,12,2015-05-30 20:24:29,9.4,Y,8.81,2015.05.31 06:13:14,,,,,,,2015,2015-05-21 12:00:00,5,770,LADDER,MT AT AD RF,BONAFF,JKF15141.AFF
GRA,1,2015.05.02,0400-2000,D,W,J,3D9.1C2DD412DD,18,2015-05-02 11:34:34,758.7,Y,1.58,2015.05.02 14:09:40,,,,,,,2013,2013-04-03 19:30:00,2,100,SCREWT,,IMNTRP,IMN13092.NT2
GRA,1,2015.05.02,0400-2000,D,W,J,3D9.1C2DD412DD,16,2015-05-02 11:34:34,758.7,Y,1.58,2015.05.02 14:09:40,,,,,,,2013,2013-04-03 19:30:00,2,100,SCREWT,,IMNTRP,IMN13092.NT2
GRA,1,2015.05.02,0400-2000,D,W,J,3D9.1C2DD412DD,14,2015-05-02 11:34:35,758.7,Y,1.58,2015.05.02 14:09:40,,,,,,,2013,2013-04-03 19:30:00,2,100,SCREWT,,IMNTRP,IMN13092.NT2
GRA,1,2015.05.02,0400-2000,D,W,J,3D9.1C2DD412DD,12,2015-05-02 11:34:35,758.7,Y,1.58,2015.05.02 14:09:40,,,,,,,2013,2013-04-03 19:30:00,2,100,SCREWT,,IMNTRP,IMN13092.NT2
GRA,1,2015.05.27,0400-2000,D,H,J,3DD.00773C46FF,18,2015-05-27 05:33:34,424.7,Y,1.08,2015.05.27 07:38:18,,,,,,,2014,2014-03-28 12:00:00,1,,DIPNET,AD,CLEARC,BDL14034.C42
GRA,1,2015.05.27,0400-2000,D,H,J,3DD.00773C46FF,16,2015-05-27 05:33:34,424.7,Y,1.08,2015.05.27 07:38:18,,,,,,,2014,2014-03-28 12:00:00,1,,DIPNET,AD,CLEARC,BDL14034.C42
GRA,1,2015.05.27,0400-2000,D,H,J,3DD.00773C46FF,14,2015-05-27 05:33:34,424.7,Y,1.08,2015.05.27 07:38:18,,,,,,,2014,2014-03-28 12:00:00,1,,DIPNET,AD,CLEARC,BDL14034.C42
GRA,1,2015.05.27,0400-2000,D,H,J,3DD.00773C46FF,12,2015-05-27 05:33:34,424.7,Y,1.08,2015.05.27 07:38:18,,,,,,,2014,2014-03-28 12:00:00,1,,DIPNET,AD,CLEARC,BDL14034.C42
GRA,1,2015.05.04,0400-2000,D,U,A,3DD.00773B5499,18,2015-05-04 11:38:53,10.0,Y,1.15,2015.05.04 13:47:43,,,,,,,2015,2015-04-24 12:00:00,5,770,LADDER,MT AT AD RF,BONAFF,JKF15114.AFF
GRA,1,2015.05.04,0400-2000,D,U,A,3DD.00773B5499,16,2015-05-04 11:38:53,10.0,Y,1.15,2015.05.04 13:47:43,,,,,,,2015,2015-04-24 12:00:00,5,770,LADDER,MT AT AD RF,BONAFF,JKF15114.AFF
GRA,1,2015.05.04,0400-2000,D,U,A,3DD.00773B5499,14,2015-05-04 11:38:53,10.0,Y,1.15,2015.05.04 13:47:43,,,,,,,2015,2015-04-24 12:00:00,5,770,LADDER,MT AT AD RF,BONAFF,JKF15114.AFF
GRA,1,2015.05.04,0400-2000,D,U,A,3DD.00773B5499,12,2015-05-04 11:38:54,10.0,Y,1.15,2015.05.04 13:47:43,,,,,,,2015,2015-04-24 12:00:00,5,770,LADDER,MT AT AD RF,BONAFF,JKF15114.AFF
GRA,1,2015.09.28,0400-2000,D,H,J,3D9.1C2DE5976E,18,2015-09-28 06:39:15,1181.6,Y,5.42,2015.09.28 13:04:32,,,,,,,2012,2012-07-03 17:15:00,3,81,DIPNET,,BCCAP,DMM12185.A25
GRA,1,2015.09.28,0400-2000,D,H,J,3D9.1C2DE5976E,16,2015-09-28 06:39:15,1181.6,Y,5.42,2015.09.28 13:04:32,,,,,,,2012,2012-07-03 17:15:00,3,81,DIPNET,,BCCAP,DMM12185.A25
GRA,1,2015.09.28,0400-2000,D,H,J,3D9.1C2DE5976E,14,2015-09-28 06:39:15,1181.6,Y,5.42,2015.09.28 13:04:32,,,,,,,2012,2012-07-03 17:15:00,3,81,DIPNET,,BCCAP,DMM12185.A25
GRA,1,2015.09.28,0400-2000,D,H,J,3D9.1C2DE5976E,12,2015-09-28 06:39:15,1181.6,Y,5.42,2015.09.28 13:04:32,,,,,,,2012,2012-07-03 17:15:00,3,81,DIPNET,,BCCAP,DMM12185.A25
GRA,1,2015.09.06,0400-2000,D,H,J,3D9.1C2DE0748D,18,2015-09-06 08:38:48,1202.9,N,,,,,,,,,2012,2012-05-21 12:00:00,3,82,DIPNET,CW,CJRAP,BDA12102.B21
GRA,1,2015.09.06,0400-2000,D,H,J,3D9.1C2DE0748D,16,2015-09-06 08:38:48,1202.9,N,,,,,,,,,2012,2012-05-21 12:00:00,3,82,DIPNET,CW,CJRAP,BDA12102.B21
GRA,1,2015.09.06,0400-2000,D,H,J,3D9.1C2DE0748D,14,2015-09-06 08:38:48,1202.9,N,,,,,,,,,2012,2012-05-21 12:00:00,3,82,DIPNET,CW,CJRAP,BDA12102.B21
GRA,1,2015.09.06,0400-2000,D,H,J,3D9.1C2DE0748D,12,2015-09-06 08:38:49,1202.9,N,,,,,,,,,2012,2012-05-21 12:00:00,3,82,DIPNET,CW,CJRAP,BDA12102.B21
GRA,1,2015.09.08,0400-2000,D,H,J,3D9.1C2DD1BA9F,18,2015-09-08 08:53:50,1196.9,Y,7.23,2015.09.08 17:07:50,,,,,,,2012,2012-05-29 12:00:00,3,73,DIPNET,CW AD,SNAKE3,BDA12103.A28
GRA,1,2015.09.08,0400-2000,D,H,J,3D9.1C2DD1BA9F,16,2015-09-08 08:53:50,1196.9,Y,7.23,2015.09.08 17:07:50,,,,,,,2012,2012-05-29 12:00:00,3,73,DIPNET,CW AD,SNAKE3,BDA12103.A28
GRA,1,2015.09.08,0400-2000,D,H,J,3D9.1C2DD1BA9F,14,2015-09-08 08:53:50,1196.9,Y,7.23,2015.09.08 17:07:50,,,,,,,2012,2012-05-29 12:00:00,3,73,DIPNET,CW AD,SNAKE3,BDA12103.A28
GRA,1,2015.09.08,0400-2000,D,H,J,3D9.1C2DD1BA9F,12,2015-09-08 08:53:50,1196.9,Y,7.23,2015.09.08 17:07:50,,,,,,,2012,2012-05-29 12:00:00,3,73,DIPNET,CW AD,SNAKE3,BDA12103.A28
GRA,1,2015.09.17,0400-2000,D,H,J,3D9.1C2DF6D1B8,18,2015-09-17 07:32:22,889.8,Y,1.20,2015.09.17 09:44:14,,,,,,,2013,2013-04-10 12:00:00,3,,DIPNET,CW,LYFE,MLS12233.FC2
